2020-08-02;01:15;05:15;13:21;17:36;21:22;22:48
2020-08-03;01:15;05:17;13:21;17:35;21:20;22:48
;;;;;;
2020-08-04;01:16;05:19;13:21;17:34;21:17;22:47
2020-08-05;01:16;05:21;13:21;17:33;21:15;22:47
2020-08-06;01:16;05:23;13:21;17:32;21:13;22:47
2020-08-07;01:16;05:24;13:20;17:31;21:11;22:47
2020-08-08;01:39;05:26;13:20;17:30;21:09;22:47
;;;;;;
2020-08-09;01:54;05:28;13:20;17:29;21:07;22:45
2020-08-10;02:04;05:30;13:20;17:28;21:05;22:41
2020-08-11;02:13;05:32;13:20;17:27;21:02;22:38
2020-08-12;02:20;05:34;13:20;17:26;21:00;22:35
2020-08-13;02:27;05:36;13:20;17:25;20:58;22:31
;;;;;;
2020-08-14;02:34;05:38;13:19;17:24;20:55;22:28
2020-08-15;02:39;05:40;13:19;17:22;20:53;22:25
2020-08-16;02:45;05:42;13:19;17:21;20:51;22:22
2020-08-17;02:50;05:44;13:19;17:20;20:48;22:18
2020-08-18;02:55;05:46;13:19;17:19;20:46;22:15
;;;;;;
2020-08-19;03:00;05:48;13:18;17:17;20:44;22:12
2020-08-20;03:04;05:50;13:18;17:16;20:41;22:09
2020-08-21;03:09;05:52;13:18;17:15;20:39;22:05
2020-08-22;03:13;05:53;13:18;17:13;20:36;22:02
2020-08-23;03:17;05:55;13:17;17:12;20:34;21:59
;;;;;;
2020-08-24;03:21;05:57;13:17;17:10;20:31;21:56
2020-08-25;03:25;05:59;13:17;17:09;20:29;21:53
2020-08-26;03:29;06:01;13:16;17:08;20:26;21:50
2020-08-27;03:32;06:03;13:16;17:06;20:24;21:46
2020-08-28;03:36;06:05;13:16;17:05;20:21;21:43
;;;;;;
2020-08-29;03:39;06:07;13:16;17:03;20:19;21:40
2020-08-30;03:43;06:09;13:15;17:02;20:16;21:37
2020-08-31;03:46;06:11;13:15;17:00;20:14;21:34
2020-09-01;03:50;06:13;13:15;16:58;20:11;21:31
2020-09-02;03:53;06:15;13:14;16:57;20:09;21:28
;;;;;;
2020-09-03;03:56;06:17;13:14;16:55;20:06;21:25
2020-09-04;03:59;06:19;13:14;16:54;20:03;21:22
2020-09-05;04:02;06:21;13:13;16:52;20:01;21:19
2020-09-06;04:05;06:22;13:13;16:50;19:58;21:16
2020-09-07;04:08;06:24;13:13;16:48;19:56;21:13
;;;;;;
2020-09-08;04:11;06:26;13:12;16:47;19:53;21:10
2020-09-09;04:14;06:28;13:12;16:45;19:50;21:07
2020-09-10;04:17;06:30;13:12;16:43;19:48;21:04
2020-09-11;04:19;06:32;13:11;16:42;19:45;21:01
2020-09-12;04:22;06:34;13:11;16:40;19:43;20:58
;;;;;;
2020-09-13;04:25;06:36;13:11;16:38;19:40;20:55
2020-09-14;04:27;06:38;13:10;16:36;19:37;20:52
2020-09-15;04:30;06:40;13:10;16:34;19:35;20:49
2020-09-16;04:33;06:42;13:10;16:33;19:32;20:46
2020-09-17;04:35;06:44;13:09;16:31;19:29;20:43
;;;;;;
2020-09-18;04:38;06:46;13:09;16:29;19:27;20:40
2020-09-19;04:40;06:47;13:08;16:27;19:24;20:38
2020-09-20;04:43;06:49;13:08;16:25;19:22;20:35
2020-09-21;04:45;06:51;13:08;16:23;19:19;20:32
2020-09-22;04:48;06:53;13:07;16:22;19:16;20:29
;;;;;;
2020-09-23;04:50;06:55;13:07;16:20;19:14;20:26
2020-09-24;04:52;06:57;13:07;16:18;19:11;20:23
2020-09-25;04:55;06:59;13:06;16:16;19:08;20:21
2020-09-26;04:57;07:01;13:06;16:14;19:06;20:18
2020-09-27;04:59;07:03;13:06;16:12;19:03;20:15
;;;;;;
2020-09-28;05:01;07:05;13:05;16:10;19:01;20:13
2020-09-29;05:04;07:07;13:05;16:08;18:58;20:10
2020-09-30;05:06;07:09;13:05;16:06;18:55;20:07
2020-10-01;05:08;07:11;13:04;16:04;18:53;20:04
2020-10-02;05:10;07:13;13:04;16:03;18:50;20:02
;;;;;;
2020-10-03;05:13;07:15;13:04;16:01;18:48;19:59
2020-10-04;05:15;07:17;13:03;15:59;18:45;19:57
2020-10-05;05:17;07:19;13:03;15:57;18:42;19:54
2020-10-06;05:19;07:21;13:03;15:55;18:40;19:51
2020-10-07;05:21;07:23;13:02;15:53;18:37;19:49
;;;;;;
2020-10-08;05:23;07:25;13:02;15:51;18:35;19:46
2020-10-09;05:25;07:27;13:02;15:49;18:32;19:44
2020-10-10;05:27;07:29;13:02;15:47;18:30;19:41
2020-10-11;05:29;07:31;13:01;15:45;18:27;19:39
2020-10-12;05:31;07:33;13:01;15:43;18:25;19:36
;;;;;;
2020-10-13;05:33;07:35;13:01;15:41;18:22;19:34
2020-10-14;05:35;07:37;13:01;15:39;18:20;19:32
2020-10-15;05:37;07:39;13:00;15:38;18:17;19:29
2020-10-16;05:39;07:41;13:00;15:36;18:15;19:27
2020-10-17;05:41;07:43;13:00;15:34;18:12;19:25
;;;;;;
2020-10-18;05:43;07:45;13:00;15:32;18:10;19:22
2020-10-19;05:45;07:47;13:00;15:30;18:08;19:20
2020-10-20;05:47;07:49;12:59;15:28;18:05;19:18
2020-10-21;05:49;07:51;12:59;15:26;18:03;19:16
2020-10-22;05:51;07:53;12:59;15:25;18:00;19:13
;;;;;;
2020-10-23;05:53;07:55;12:59;15:23;17:58;19:11
2020-10-24;05:55;07:57;12:59;15:21;17:56;19:09
2020-10-25;05:57;07:59;12:59;15:19;17:53;19:07
2020-10-26;05:59;08:01;12:59;15:18;17:51;19:05
2020-10-27;05:01;07:03;11:59;14:16;16:49;18:03
;;;;;;
2020-10-28;05:03;07:05;11:58;14:14;16:47;18:01
2020-10-29;05:04;07:07;11:58;14:12;16:45;17:59
2020-10-30;05:06;07:10;11:58;14:11;16:42;17:57
2020-10-31;05:08;07:12;11:58;14:09;16:40;17:55
2020-11-01;05:10;07:14;11:58;14:08;16:38;17:53
;;;;;;
2020-11-02;05:12;07:16;11:58;14:06;16:36;17:51
2020-11-03;05:14;07:18;11:58;14:04;16:34;17:49
2020-11-04;05:15;07:20;11:58;14:03;16:32;17:48
2020-11-05;05:17;07:22;11:58;14:01;16:30;17:46
2020-11-06;05:19;07:24;11:58;14:00;16:28;17:44
;;;;;;
2020-11-07;05:21;07:26;11:58;13:58;16:26;17:42
2020-11-08;05:22;07:28;11:58;13:57;16:24;17:41
2020-11-09;05:24;07:30;11:59;13:55;16:22;17:39
2020-11-10;05:26;07:33;11:59;13:54;16:20;17:38
2020-11-11;05:28;07:35;11:59;13:53;16:18;17:36
;;;;;;
2020-11-12;05:29;07:37;11:59;13:51;16:16;17:35
2020-11-13;05:31;07:39;11:59;13:50;16:15;17:33
2020-11-14;05:33;07:41;11:59;13:49;16:13;17:32
2020-11-15;05:34;07:43;11:59;13:48;16:11;17:30
2020-11-16;05:36;07:45;12:00;13:46;16:10;17:29
;;;;;;
2020-11-17;05:37;07:47;12:00;13:45;16:08;17:28
2020-11-18;05:39;07:49;12:00;13:44;16:06;17:26
2020-11-19;05:41;07:51;12:00;13:43;16:05;17:25
2020-11-20;05:42;07:53;12:00;13:42;16:04;17:24
2020-11-21;05:44;07:55;12:01;13:41;16:02;17:23
;;;;;;
2020-11-22;05:45;07:56;12:01;13:40;16:01;17:22
2020-11-23;05:47;07:58;12:01;13:39;15:59;17:21
2020-11-24;05:48;08:00;12:01;13:39;15:58;17:20
2020-11-25;05:50;08:02;12:02;13:38;15:57;17:19
2020-11-26;05:51;08:04;12:02;13:37;15:56;17:18
;;;;;;
2020-11-27;05:52;08:06;12:02;13:36;15:55;17:17
2020-11-28;05:54;08:07;12:03;13:36;15:54;17:17
2020-11-29;05:55;08:09;12:03;13:35;15:53;17:16
2020-11-30;05:57;08:11;12:03;13:34;15:52;17:15
2020-12-01;05:58;08:12;12:04;13:34;15:51;17:15
;;;;;;
2020-12-02;05:59;08:14;12:04;13:33;15:50;17:14
2020-12-03;06:00;08:16;12:05;13:33;15:49;17:14
2020-12-04;06:02;08:17;12:05;13:33;15:49;17:13
2020-12-05;06:03;08:19;12:05;13:32;15:48;17:13
2020-12-06;06:04;08:20;12:06;13:32;15:47;17:13
;;;;;;
2020-12-07;06:05;08:21;12:06;13:32;15:47;17:12
2020-12-08;06:06;08:23;12:07;13:32;15:46;17:12
2020-12-09;06:07;08:24;12:07;13:32;15:46;17:12
2020-12-10;06:08;08:25;12:08;13:32;15:46;17:12
2020-12-11;06:09;08:26;12:08;13:32;15:46;17:12
;;;;;;
2020-12-12;06:10;08:27;12:08;13:32;15:45;17:12
2020-12-13;06:11;08:29;12:09;13:32;15:45;17:12
2020-12-14;06:12;08:30;12:09;13:32;15:45;17:12
2020-12-15;06:12;08:30;12:10;13:32;15:45;17:12
2020-12-16;06:13;08:31;12:10;13:32;15:45;17:12
;;;;;;
2020-12-17;06:14;08:32;12:11;13:32;15:46;17:12
2020-12-18;06:15;08:33;12:11;13:33;15:46;17:13
2020-12-19;06:15;08:34;12:12;13:33;15:46;17:13
2020-12-20;06:16;08:34;12:12;13:34;15:46;17:14
2020-12-21;06:16;08:35;12:13;13:34;15:47;17:14
;;;;;;
2020-12-22;06:17;08:35;12:13;13:35;15:47;17:15
2020-12-23;06:17;08:36;12:14;13:35;15:48;17:15
2020-12-24;06:18;08:36;12:14;13:36;15:49;17:16
2020-12-25;06:18;08:36;12:15;13:36;15:49;17:16
2020-12-26;06:18;08:37;12:15;13:37;15:50;17:17
;;;;;;
2020-12-27;06:19;08:37;12:16;13:38;15:51;17:18
2020-12-28;06:19;08:37;12:16;13:39;15:52;17:19
2020-12-29;06:19;08:37;12:17;13:39;15:53;17:20
2020-12-30;06:19;08:37;12:17;13:40;15:54;17:21
2020-12-31;06:19;08:37;12:18;13:41;15:55;17:21
;;;;;;
==============;=========;=========;=========;=========;=========;============
;;;;;;
Remarks:-;;;;;;
- Date format:;dd/mm/yy;yy.;;;;
- The Symbol ';' before;the date,;refers t;o Summer;Time.;
#NAME?;ning of A;stronomic;al Twilig;ht.;;
#NAME?;ise.;;;;;
#NAME?;sit of Su;n.;;;;
#NAME?;set.;;;;;
#NAME?;Astronom;ical Twil;ight.;;;
- ----: There;is no eve;nt.;;;;
#NAME?;is always;above ho;rizon.;;;
#NAME?;n is alwa;ys below;horizon.;;;
#NAME?;sky is al;ways brig;ht.;;;
#NAME?;y is alwa;ys dark.;;;;
